DAYS_PK,YEAR,MONTH,NUM_WD,NUM_WE,REMARKS,SYS_CREATE_TIME,SYS_MODIFY_TIME,LOAD_TABLE,LOAD_DATETIME,LOAD_USER
11692,2007,4,21,9,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11693,2007,5,22,9,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11694,2007,6,21,9,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11695,2007,7,20,11,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11696,2007,8,23,8,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11697,2007,9,19,11,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11698,2007,10,23,8,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11699,2007,11,19,11,NULL,NULL,"2007-01-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11700,2007,12,18,13,NULL,NULL,"2007-12-27 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11701,2008,1,22,9,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11702,2008,2,21,8,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11703,2008,3,21,10,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11704,2008,4,22,8,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11705,2008,5,21,10,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11706,2008,6,21,9,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11707,2008,7,21,10,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11708,2008,8,21,10,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11709,2008,9,21,9,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11710,2008,10,23,8,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11711,2008,11,18,12,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11712,2008,12,21,10,NULL,NULL,"2008-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11713,2009,1,20,11,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11714,2009,2,20,8,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11715,2009,3,22,9,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11716,2009,4,22,8,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11717,2009,5,20,11,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11718,2009,6,22,8,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11719,2009,7,21,10,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11720,2009,8,21,10,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11721,2009,9,21,9,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11722,2009,10,22,9,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11723,2009,11,18,12,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11724,2009,12,21,10,NULL,NULL,"2009-01-09 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11725,2010,1,19,12,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11726,2010,2,20,8,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11727,2010,3,23,8,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11728,2010,4,22,8,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11729,2010,5,20,11,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11730,2010,6,22,8,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11731,2010,7,20,11,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11732,2010,8,22,9,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11733,2010,9,21,9,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11734,2010,10,21,10,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11735,2010,11,19,11,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11736,2010,12,21,10,NULL,NULL,"2010-01-05 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11737,2011,1,20,11,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11738,2011,2,20,8,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11739,2011,3,23,8,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11740,2011,4,21,9,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11741,2011,5,21,10,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11742,2011,6,22,8,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11743,2011,7,19,12,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11744,2011,8,23,8,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11745,2011,9,21,9,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11746,2011,10,21,10,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11747,2011,11,18,12,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11748,2011,12,20,11,NULL,NULL,"2012-01-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11749,2012,1,21,10,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11750,2012,2,21,8,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11751,2012,3,22,9,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11752,2012,4,21,9,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11753,2012,5,23,8,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11754,2012,6,21,9,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11755,2012,7,22,9,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11756,2012,8,23,8,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11757,2012,9,20,10,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11758,2012,10,23,8,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11759,2012,11,22,8,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11760,2012,12,21,10,NULL,NULL,"2012-01-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11761,2013,1,21,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11762,2013,2,20,8,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11763,2013,3,21,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11764,2013,4,22,8,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11765,2013,5,22,9,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11766,2013,6,20,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11767,2013,7,21,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11768,2013,8,22,9,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11769,2013,9,20,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11770,2013,10,23,8,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11771,2013,11,18,12,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11772,2013,12,21,10,NULL,NULL,"2013-06-11 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11773,2014,1,22,9,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11774,2014,2,20,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11775,2014,3,21,10,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11776,2014,4,22,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11777,2014,5,22,9,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11778,2014,6,21,9,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11779,2014,7,23,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11780,2014,8,21,10,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11781,2014,9,22,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11782,2014,10,23,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11783,2014,11,20,10,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11784,2014,12,23,8,NULL,NULL,"2014-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11785,2015,1,20,11,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11786,2015,2,20,8,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11787,2015,3,22,9,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11788,2015,4,22,8,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11789,2015,5,20,11,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11790,2015,6,22,8,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11791,2015,7,21,10,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11792,2015,8,21,10,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11793,2015,9,21,9,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11794,2015,10,22,9,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11795,2015,11,18,12,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11796,2015,12,21,10,NULL,NULL,"2015-10-21 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11797,2016,1,19,12,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11798,2016,2,21,8,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11799,2016,3,22,9,NULL,NULL,"2016-01-26 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11800,2016,4,21,9,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11801,2016,5,21,10,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11802,2016,6,22,8,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11803,2016,7,19,12,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11804,2016,8,23,8,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11805,2016,9,22,8,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11806,2016,10,21,10,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11807,2016,11,19,11,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11808,2016,12,20,11,NULL,NULL,"2016-01-14 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11809,2017,1,20,11,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11810,2017,2,20,8,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11811,2017,3,22,9,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11812,2017,4,21,9,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11813,2017,5,22,9,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11814,2017,6,22,8,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11815,2017,7,20,11,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11816,2017,8,23,8,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11817,2017,9,20,10,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11818,2017,10,22,9,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11819,2017,11,19,11,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11820,2017,12,19,12,NULL,NULL,"2017-06-08 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11821,2018,1,21,10,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11822,2018,2,20,8,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11823,2018,3,21,10,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11824,2018,4,21,9,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11825,2018,5,22,9,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11826,2018,6,21,9,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11827,2018,7,20,11,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11828,2018,8,23,8,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11829,2018,9,19,11,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11830,2018,10,23,8,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11831,2018,11,19,11,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11832,2018,12,19,12,NULL,NULL,"2018-06-06 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11833,2019,1,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11834,2019,2,20,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11835,2019,3,21,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11836,2019,4,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11837,2019,5,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11838,2019,6,20,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11839,2019,7,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11840,2019,8,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11841,2019,9,21,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11842,2019,10,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11843,2019,11,21,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11844,2019,12,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11845,2020,1,23,1,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11846,2020,2,19,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11847,2020,3,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11848,2020,4,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11849,2020,5,21,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11850,2020,6,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11851,2020,7,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11852,2020,8,21,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11853,2020,9,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11854,2020,10,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11855,2020,11,21,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11856,2020,12,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
